Text,Created,Likes,Sentiment
"$AMCI s4a has been filed 12/31. Don’t miss the ride up!!!!! AMCI is Hydrogen infrastructure w/valuation of 280m, low float 15m. With projected increase of revenue by 664% next year.  This is gonna be worth at least 1 Billion mkt cap so 50 a share. Don’t miss out on this God father of hydrogen in the making. New location in Cambridge with top tier talents, multiple company’s looking into their products, and planning to aggressively expand to dominate the future. Also just recently secured a 65mil pipe deal and was award funds by the US department of energy for research on heavy duty trucks. 

Also partnered with NASA, United States, European Space Agency, department of energy, Toyota, and more companies. 
Customer is Fcel and ultra cell + many more

http://ipo-edge.com/2020/12/02/interview-advent-ceo-vasilis-gregoriou-talks-spacs-zero-emissions-future/

https://www.advent.energy/wp-content/uploads/2020/10/Advent_AMCI_Investor_Presentation-12_October_2020_2150.pdf

$eng $be $plug $fcel",2021-01-04T04:27:46Z,28,{'basic': 'Bullish'}
@mikecrazyy @Nicklandis8 LOL there he is.  The last time I saw Nick he was bashing on the $FCEL board.  Dang he has had a bad run.,2021-01-04T04:22:55Z,550,
"$GHSI We believe $1 shortly. 
If $GEVO and $FCEL and $BNGO exploded; why can’t we see $GHSI go up  to $5 and $10 shortly? Yes it is possible; dont forget now all those shorts will need to cover get ready 🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀",2021-01-04T04:16:42Z,87,{'basic': 'Bullish'}
"$FCEL it&#39;s Sunday night....
https://www.instagram.com/p/BgMnWKmBd9Y/?igshid=u0hhpiacmy97",2021-01-04T04:11:46Z,1787,
"$FCEL FCEL 2021-01-01 Options Analysis Video: 
https://www.youtube.com/watch?v=37E16wmgWCY",2021-01-04T04:05:13Z,31,
$FCEL Unusual bearish 470K option contract sweep - took 7 seperate orders to fill - Hmmmm who knows something about the future here?,2020-12-30T15:31:28Z,4781,{'basic': 'Bearish'}
$OEG 🚀🚀🚀 $ENG $FCEL $SOL $SPI dont be late to the party 🥳 $OEG is on 🔥,2020-12-30T15:31:01Z,717,{'basic': 'Bullish'}
$FCEL  I just found footage of @Russian1 OnlyFans LiveCam :,2020-12-30T15:31:00Z,1156,{'basic': 'Bullish'}
$FCEL $PLUG moving side by side,2020-12-30T15:30:52Z,399,{'basic': 'Bullish'}
$FCEL Remember that time this idiot spoke lol,2020-12-30T15:30:21Z,41986,{'basic': 'Bullish'}
$FCEL World future and our offspring future is with green and healthy energy 🍀,2020-12-30T15:30:15Z,421,{'basic': 'Bullish'}
Everyone have a core of $NKLA? I&#39;m set for the Run Up to $27 then $47 Unless Short&#39;s are acting for selfish day trading Long then Short... Short&#39;s can&#39;t believe NKLA should be under $13 just look how well $NIO $SBE $TSLA $FCEL to name a few have done in 2020 ,2020-12-30T15:30:13Z,18565,
$FCEL ,2020-12-30T15:29:10Z,1649,{'basic': 'Bullish'}
$FCEL San B Baby Baby Baby,2020-12-30T15:28:47Z,1156,{'basic': 'Bullish'}
"$FCEL That was over an $0.80 or 7% jump in less than a half an hour. We are up to 83,109 watchers on stock twits. I personally know a few people that were buying 12 and $13 calls over the past few days. And obviously we know one of the most popular options traders purchased $13 calls he&#39;s planning on holding at least 20 days. Probably till anytime between the 10th and 15th of January. Looking pretty good right now the volatility is just flippers trying to make a living. I&#39;ll just patiently wait and retire.",2020-12-30T15:27:29Z,3834,{'basic': 'Bullish'}
"$FCEL There will be red days again, its the market. Anyone buying and holding long-term has done quite well. Patience.",2020-12-30T15:26:40Z,2920,{'basic': 'Bullish'}
$AMCI Whenever you see $PLUG and $FCEL  run you know what is coming!,2020-12-30T15:26:06Z,552,{'basic': 'Bullish'}
$FCEL Quick 50% pocketed on the 14 calls. Keep her pumpin so I can collect on the 20&#39;s also! GLTA,2020-12-30T15:25:13Z,385,{'basic': 'Bullish'}
$FCEL if you don’t believe - dump: if you see the future enjoy the journey...,2020-12-30T15:24:53Z,107,{'basic': 'Bullish'}
$FCEL Clean America with Clean Energy technologies like FuelCells makes sense.....I am all in....our future leadership in our great nation is very clear  in making sure business and our industries here are powered by clean energy so we keep our home and environment out of pollutions. Why the heck i still have to burn coal and oil causing smoke and harmful gas....I am all in for green energy to save our environment and our bodies from cancer causing gasoline products.,2020-12-30T15:24:13Z,42,{'basic': 'Bullish'}
$FCEL now this is what i like to see,2020-12-30T15:24:10Z,1903,{'basic': 'Bullish'}
$FCEL $15 EOW!,2020-12-30T15:23:50Z,14083,{'basic': 'Bullish'}
$FCEL Imagine having sold yesterday...RIP to the paper hands you were innocent souls,2020-12-30T15:23:19Z,548,{'basic': 'Bullish'}
$FCEL what I fucking tell you!!!!! 🚀🚀🚀🚀🚀,2020-12-30T15:22:53Z,131,{'basic': 'Bullish'}
"$FCEL hope you are banking on my calls.  $BTBT $JRJC and now this.  I expect it will hit the top of the channel at $13.42 minimum, but this is a strong uptrend and clean energy is going to be the play of 2021 along with EV and Crypto, so much higher long term.",2020-12-30T15:22:42Z,642,
$FCEL Me thinks the shorts are in trouble. I saw $11.55 as a potential resistance level and we breezed past that. Kind of really hoping we don&#39;t hit $12 today I&#39;d like to stay in that 1150 to $12 range and close over $11.60. let&#39;s volatility would make for a smoother ride. Flippers will be flippers though.,2020-12-30T15:22:36Z,3834,{'basic': 'Bullish'}
$FCEL homerun!,2020-12-30T15:22:30Z,254,{'basic': 'Bullish'}
$FCEL Good morning longs!! Happy and most important Healthy New Year !!!! FCEL,2020-12-30T15:22:14Z,4196,{'basic': 'Bullish'}
$FCEL @Radkermit Get yous ass home and turn on that cartoon network you clowns,2020-12-30T15:22:06Z,41986,{'basic': 'Bullish'}
$FCEL whooooo sombody slap that ask!!!! To Hold!!!,2020-12-30T15:21:12Z,1334,{'basic': 'Bullish'}
$FCEL keep buying! It still has room to run!,2020-12-30T15:21:03Z,6688,{'basic': 'Bullish'}
$FCEL I wonder if I could get FCEL to announce nationwide standalone hydrogen to electric just add water charging stations coming soon?,2020-12-30T15:20:58Z,1,
"$FCEL $DADA $NBAC $GP $DKNG 

All looking much better today. 
Much needed reversal. 🙏🏻",2020-12-30T15:20:57Z,4611,{'basic': 'Bullish'}
$FCEL once this stock was in 7000$ + can we reach that again in 2021,2020-12-30T15:20:48Z,421,{'basic': 'Bullish'}
$FCEL beast!,2020-12-30T15:20:07Z,5058,{'basic': 'Bullish'}
$FCEL $14 on Monday.,2020-12-26T01:04:47Z,2182,{'basic': 'Bullish'}
"@StudentNo19 @nick20000 glad you were able to get in on $FCEL 
great stock and even better company",2020-12-26T01:04:28Z,14452,{'basic': 'Bullish'}
$FCEL i knew the 6th time was the good one 😂,2020-12-26T00:54:27Z,1963,
$FCEL FCEL will end year strong!,2020-12-26T00:45:50Z,23578,{'basic': 'Bullish'}
$RIDE $PLUG $FCEL $SBE $SPY https://river.app/m/dab3E0Z48?s=5b8c21ce-46f9-11eb-a914-8a89c9f892e4,2020-12-26T00:16:20Z,6849,{'basic': 'Bullish'}
$FCEL 🚀🚀🚀very good  43%,2020-12-26T00:11:10Z,9,
"$FCEL Arghhhhhh, ....FML.......I held this turd for almost 12 months, watching my portfolio be mostly in the red as the SP bobbed up and mostly down between the mid to low $1.00 range and briefly around $3.00....... I haven&#39;t even looked at the action or news in almost 45 days since I sold, for a profit..... with all the speculation, hype, and optimism in the industry with the president elect, here is a real question, what is the SP going to be after the ER in January? SP has tanked after every ER in the past 12+ months, which is when all the hope and optimism is replaced by reality when the company releases its consistent poor financials. Congrats to all who have held fast and are making bank, however, why will the ER in January 2021 be any different than those in the past year?",2020-12-25T23:49:40Z,854,
"$FCEL So we did have a MERRY MERRY Christmas when i posted that we will the SP was $7.70 and i wrote that the train is leaving the $7-8 station forever hop on to get the maximum gains. Now that we had a really great celebration for Christmas now we gotta get ready for new year. We will hit $15 before we hit the new year’s day, so we will have a VERY VERY HAPPY NEW YEAR to celebrate. GLTYA!!!!!
Extremely",2020-12-25T23:48:55Z,1540,{'basic': 'Bullish'}
$FCEL What a great actress,2020-12-25T23:19:32Z,39793,{'basic': 'Bullish'}
$FCEL,2020-12-25T22:56:23Z,17518,
$FCEL Buying this first thing on Monday 🔥 renewable is too hot not to hop in,2020-12-25T22:53:39Z,4487,{'basic': 'Bullish'}
$FCEL this one looks sexy.....out of the memories,2020-12-25T22:17:33Z,2169,{'basic': 'Bullish'}
"$FCEL FCEL 2020-12-24 Daily Forecast Video: 
https://www.youtube.com/watch?v=SbEprsEdAGo",2020-12-25T22:05:05Z,43,
$FCEL Merry Christmas 🎄🎁,2020-12-25T21:44:42Z,785,
"$HBRM Merry Christmas! $TSNP $FCEL $NIO $ARCS

$HBRM DD 

- ✅ Verified profile otc markets- 12/2020
- 6 new filings on 12/21 and 12/22. https://www.otcmarkets.com/stock/HBRM/disclosure
- 🛑 stop sign removed
- ⚠️ Yield sign added
- 💹 Company goal- pink current by eoy. 
- 🧠Educated CEO with integrity who communicates. Agnes P. Olszewski, PHD, MBA. https://clearsigndx.com/founding-partners-ao
- Product Pipeline- “AcnEase” all botanical acne treatment https://www.herborium.com/products/ “Rapid Covid pathogen 🦠 self test” https://clearsigndx.com/
- 💰Strong EU sales/growth partnerships with the HUT Group 😳 https://www.thg.com
- 📈Positive growth &amp; forward looking financial
- Strong buy on Barchart https://www.barchart.com/stocks/quotes/HBRM/overview.",2020-12-25T21:31:21Z,17603,{'basic': 'Bullish'}
$GEVO goes $5 to $7+ by mid January. Doesn&#39;t need news every day to keep moving up. They&#39;re proving their value by executing milestones in the contracts and consistently doing what they say they&#39;re going to do. Trafigura partner had $147 Billion in revenue 2020. Use your brain. Connect the dots. $PLUG $FCEL,2020-12-25T21:31:01Z,2568,
@Reverence $FCEL $CSIQ,2020-12-25T21:10:25Z,3250,{'basic': 'Bullish'}
"$FCEL FCEL AABB (now on ST&#39;s) watch list DD take a look,might be the entry &amp; ticker you have been waiting for. Merry Christmas",2020-12-25T20:34:09Z,23578,{'basic': 'Bullish'}
"$FCEL marry Christmas to all  from israel, 
God bless america &amp; israel 🇮🇱🇺🇸",2020-12-25T20:28:14Z,60,{'basic': 'Bullish'}
"Big money plays

$LCA - $30 not far away
$APXT $18 - $20 coming soon
$FCEL $18 - $20 soon",2020-12-25T20:18:34Z,875,{'basic': 'Bullish'}
"$BTC.X $FEYE $WNW $OCGN $FCEL - this past weeks portfolio winners and next weeks initial watchlist.  Holding some of these over the break.  

Bitcoin

#32kDecember2020",2020-12-25T20:16:55Z,1794,{'basic': 'Bullish'}
$FCEL 20 by end of next week! Charts look primed!,2020-12-25T19:31:28Z,105,{'basic': 'Bullish'}
$TBLT Big 🤑💰💰 Money    $WMT $FCEL $LOW $HD,2020-12-25T19:23:13Z,3613,{'basic': 'Bullish'}
"$ENG For the first nine months ended September 26, 2020, ENGlobal achieved revenue of $52,871,000, a 33 percent improvement on revenue of $39,758,000 recorded in the first nine months ended September 28, 2019. This gain was due to an $8.9 million, or 37 percent, increase in revenue from the company&#39;s Automation segment and a $4.2 million, or 27 percent, increase in revenue from its EPCM segment.             

Not bad for pandemic 2020
$FCEL $PLUG $AMCI",2020-12-25T19:15:55Z,20,{'basic': 'Bullish'}
$NLTX $FCEL $AIRT Merry Christmas.....,2020-12-25T19:03:12Z,1197,
$FCEL Monday pre is gonna be 15$. Next year I believe Biden push them to 80-90$. U got lucky to be in the market at this time🙏,2020-12-25T18:19:42Z,602,{'basic': 'Bullish'}
"$FCEL FCEL 2020-12-24 Technical Analysis Video: 
https://www.youtube.com/watch?v=aotGehNzrZw",2020-12-25T18:08:20Z,43,
"$GIK $AMZN $F $PLUG $FCEL Ambulance School bus Battery electric and FuelCell variants 

Customers include Amazon, Winnebago, Cox Enterprises Praxair DHL CBRE

Partners are Ford Motors, Plug Power, BP and Borgwarner
-Three year contract with Romeo Power (RMG)

Apart from manufacturing EVs the company is also in the business of EV charging services. 

&quot;Lighting eMotors has 2-year headstart in customer valuation  for the market, miles ahead of XL fleet, Hyliion Holdings and Nikola Corporations&quot;

👇",2020-12-25T18:06:06Z,1643,
$FCEL,2020-12-25T18:05:15Z,6849,
"Despite yesterday&#39;s pullback, $FCEL is still looking extremely bullish. Inside candle on the daily for a breather day. It could hit $20 next week.",2020-12-25T18:02:24Z,837,{'basic': 'Bullish'}
$FCEL Never bet blindly because of FOMO. Know the reasons behind a stock&#39;s SP movements. Do your homework. You might be surprised what you find and learn!,2020-12-22T14:56:30Z,11245,
$FCEL FEW FEW FEW,2020-12-22T14:56:23Z,1156,
"$FCEL $PLUG  indeed, no question. 🙏🏾🌊🐉🙏🏾🌊🐉👏🏾👏🏾👏🏾👏🏾👍🏾",2020-12-22T14:56:20Z,17392,
"📈🚀 Symbol: $FCEL
Strike Price: 10.0
Expiration Date: 1/15/2021 
Buy/Sell: Buy 📈🚀
Call/Put: Call
AI Confidence: 62.59%
Premium Spent Today: 664.89K
Bid: 1.62
Ask: 1.64
Volume:  4463 
OI: 18198
Link: https://tradytics.com/bullseye-dashboard?alert=-urPTG-ZTwJ0-DygJm-upMZf-axcMi",2020-12-22T14:56:13Z,330,{'basic': 'Bullish'}
"$FCEL Up around 24 percent, whats everyone else up? also what you think this will run too?",2020-12-22T14:56:11Z,53,
$FCEL RE INSTATING SHAREHOLDER VALUE,2020-12-22T14:56:11Z,1156,{'basic': 'Bullish'}
$NNDM $FCEL $UAVS $CLNE $CBAT,2020-12-22T14:56:09Z,1800,{'basic': 'Bullish'}
$FCEL lets go :),2020-12-22T14:56:02Z,1671,{'basic': 'Bullish'}
"$BSRC buying looong term... most potential
$IDEX $ENG $FCEL $GEVO",2020-12-22T14:55:55Z,14452,{'basic': 'Bullish'}
$FCEL Jason Few wants to re pay his long-standing shareholders,2020-12-22T14:55:53Z,1156,{'basic': 'Bullish'}
$FCEL jason few pulling fcel from pennies to dollars,2020-12-22T14:55:45Z,51,
$FCEL  why no one waked me up fam?,2020-12-22T14:55:41Z,539,
$FCEL ,2020-12-22T14:55:40Z,2266,{'basic': 'Bullish'}
$FCEL run to 20 before Christmas,2020-12-22T14:55:37Z,1156,{'basic': 'Bullish'}
$FCEL oh yeah!!,2020-12-22T14:55:28Z,157,{'basic': 'Bullish'}
$FCEL tear down the .50 wall.,2020-12-22T14:54:43Z,276,{'basic': 'Bullish'}
"$FCEL $REGI $CLNE my top 3 for the month ... excellent performance, adding more at 10:00 of today",2020-12-22T14:54:37Z,67,
"$FCEL Let´s goooooo

The stock lies in the middle of a very wide and strong rising trend in the short term and a further rise within the trend is signaled. Given the current short-term trend, the stock is expected to rise 172.79% during the next 3 months and, with a 90% probability hold a price between $14.30 and $31.64 at the end of this 3-month period.",2020-12-22T14:54:35Z,62,{'basic': 'Bullish'}
$FCEL is going to $20.00 ..... $PLUG  JUMP IN IN IN,2020-12-22T14:54:35Z,1156,{'basic': 'Bullish'}
$FCEL We have a good shot at a new 52 week high.,2020-12-22T14:54:32Z,1903,{'basic': 'Bullish'}
$FCEL news is coming. Run to Christmas,2020-12-22T14:54:11Z,1156,{'basic': 'Bullish'}
"$BE $PLUG $FCEL  this is the future. You should invest, not to trade. Hydrogen is the future.",2020-12-22T14:54:08Z,158,{'basic': 'Bullish'}
$FCEL nothing like the smell of hydrogen based success  in the morning !! Wow 10+! Great rise🚀❤️,2020-12-22T14:53:59Z,1618,{'basic': 'Bullish'}
"$FCEL Order at 10.08, let&#39;s hope it gets filled",2020-12-22T14:53:56Z,1104,{'basic': 'Bullish'}
$FCEL wall at 10.50 let’s break that,2020-12-22T14:53:41Z,23,{'basic': 'Bullish'}
$FCEL Ain&#39;t selling shit.,2020-12-22T14:53:37Z,380,
"$FCEL +418%

It has been one hell of a ride!",2020-12-22T14:53:18Z,4,{'basic': 'Bullish'}
"$FCEL may see the 11 again too, who knows. At least something good today beside my $AAL disappointment",2020-12-22T14:53:10Z,20,{'basic': 'Bullish'}
$FCEL it’s fun to be right and to make bears depressed,2020-12-22T14:53:08Z,837,{'basic': 'Bullish'}
$FCEL 10.40 crushed. Now to 11,2020-12-22T14:52:55Z,776,
"$FCEL so my guy who turned me onto fuel cell at 2.50ish is telling me to study up on $PLUG now and to get in soon. I&#39;m running through the quarterlies now. Any insight from this board is appreciated, numbers don&#39;t look great... what&#39;s on the horizon? Might grab 500 shares now just because my guy is good, but I&#39;m not done with my own DD yet so want to get to a full position yet.",2020-12-18T02:03:02Z,12418,
"$FCEL If there weren&#39;t so many on these boards spreading rumors and talking negatively, I might be a little more patient with those just being diligent or seeking clarity or dialogue. I&#39;ve been here years without running away or taking a break. I admit my mistakes, I&#39;m honest to a fault and I have a standard expectation of others. Some in the market and on these boards play on others and that&#39;s just immoral. That&#39;s why I share so often. People should not fear the opportunity to prosper based on people making false statements or casting doubt. My rant for the evening. Good news no later than next week IMO. David found the agenda for CT Green Bank meeting tomorrow. Groton FuelCell is on it.",2020-12-18T02:01:02Z,3834,{'basic': 'Bullish'}
@mrwallwao you can’t win them all 🤷🏽‍♀️ it seems all stocks get beat by a short piece every few months. So you either hold through it all or sell for a loss. But no regrets either way. I believe in $FCEL and its future but unfortunately I had bad timing this time.,2020-12-18T01:52:39Z,1987,{'basic': 'Bullish'}
$FCEL God Bless JOE BIDEN if you’re regret just read his biography very sad   and painful that Guy deserve to be President of all Americans GLTA,2020-12-18T01:42:13Z,1132,{'basic': 'Bullish'}
"$FCEL Thank you, whoever shared $CBDD. When I saw it, I jumped to my account right away and bought an anple shares. So glad, it runs right after, it was just a minutes for me to able to see GREEN. What a gift for me. Thank you, whoever you are. 🤗 I wanted to also to share my stock i just got in which is $GTEH, worth checking out. Just sharing, not tellling or forcing you to buy. I just want to give back the blessing you have given to me. We wish you all $FCEL longs a Merry Christmas and always be safe. Wear mask even though you had vaccinated. 🙏",2020-12-18T01:41:55Z,4458,
$FCEL bears and shorts will be like 😆😂🤣,2020-12-18T01:33:55Z,4458,
$FCEL,2020-12-18T01:33:54Z,2155,{'basic': 'Bullish'}
"$IEA Does anyone know of another stock like this? Its a 2 billion/year, and growing company. Trading at 250 million market cap. 23 million outstanding shares. Renewable energy construction, and servicing, as well as infrastructure. Wind, solar, bridges railroads, etc. All things the Biden admin is looking to put trillions into. Also has good institutional ownership. Only 6-7 million tradeable shares.  $SPY $RUN $FCEL $PLUG",2020-12-18T01:31:26Z,553,{'basic': 'Bullish'}
"$FCEL plug market cap 13.2B, cmon give us half of that, that would be 40$/share, I would take that 🤷‍♂️🤷‍♂️",2020-12-18T01:30:34Z,180,{'basic': 'Bullish'}
$FCEL strong AH,2020-12-18T01:23:25Z,14452,
$FCEL MMs topside +$20,2020-12-18T01:21:15Z,1343,{'basic': 'Bullish'}
"$FCEL etwas für unsere deutschen Freunde... ;-)  
https://www.wiwo.de/technologie/mobilitaet/analyse-deutschlands-verlangen-nach-wasserstoff-kann-nur-nordafrika-es-stillen/26687168.html?utm_source=pocket-newtab-global-de-DE 
... ultra------&gt;",2020-12-18T00:42:46Z,667,{'basic': 'Bullish'}
$FCEL I totally missed this last night. TraderStewie retweeted this tweet last night. He is one of the very few people I trust and take their analysis seriously. If he believes that there is still a chance for us to continue rising then 💪🏽⬆️💥 I still have no position but will start one soon.,2020-12-18T00:38:38Z,1987,
"$BSRC 500 new watchers since last night. new high in volume today. vaccine and stimulus news incoming. green skies tomorrow
$ENG $FCEL $BE",2020-12-18T00:38:33Z,1968,{'basic': 'Bullish'}
"$FCEL might have been shared already, but have been playing in the snow all day https://oilprice.com/Energy/Energy-General/Hydrogen-Production-Is-Set-To-Increase-5000-In-Just-5-Years.html",2020-12-18T00:37:06Z,11970,
$FCEL gap up imo 🚀🚀🚀🚀,2020-12-18T00:36:08Z,149,{'basic': 'Bullish'}
$FCEL 👍💥💪🇺🇸,2020-12-18T00:34:06Z,1132,{'basic': 'Bullish'}
$FCEL you just about the right height to eat my 💩💩💩💩💩shortie,2020-12-18T00:32:11Z,12,{'basic': 'Bullish'}
$FCEL any non American who shorts stocks can go straight to FN he&#39;ll.....we&#39;re in this to succeed not fail you stupid mf&#39;ers hope you lose everything,2020-12-18T00:29:02Z,12,{'basic': 'Bullish'}
"$FCEL $PLUG  Still a great day in my
Books! Have a wonderful evening everyone",2020-12-18T00:28:38Z,3415,{'basic': 'Bullish'}
$FCEL $9 is only few cents away.,2020-12-18T00:24:20Z,2087,{'basic': 'Bullish'}
$FCEL Hope you non American shorties get cluster fuc$#d by a flock of bears,2020-12-18T00:24:17Z,12,{'basic': 'Bullish'}
"$FCEL if it holds around 9 tomorrow, we are on our way to see 2 digits before the EOY. 

The above is an opinion and not intended to be an investment advice. Seek a dully licensed professional for investment advice.",2020-12-18T00:19:51Z,33,{'basic': 'Bullish'}
"$FCEL The news still has yet to arrive, when it hits the news line we are really going to move!

https://stocktwits.com/JhembrookTheCaptain/message/257513998",2020-12-18T00:18:42Z,5809,{'basic': 'Bullish'}
$FCEL BATS already showing $10,2020-12-18T00:17:57Z,87,
$FCEL still no real news yet... it’s coming soon!!!,2020-12-18T00:16:33Z,5809,
$FCEL 💪😂,2020-12-18T00:15:51Z,1132,{'basic': 'Bullish'}
$FCEL the way my calls print here makes me one bad mf🔥,2020-12-18T00:15:30Z,87,{'basic': 'Bullish'}
$FCEL,2020-12-18T00:07:17Z,488,
$FCEL needs to gap 9 and find support at a higher level,2020-12-18T00:05:46Z,765,{'basic': 'Bullish'}
$PLUG $FCEL $BE $BLDP yall may take a look at GEVO and do your research and reading on it. Good number of videos on youtube to watch too. There will be a talk today too: https://www.globenewswire.com/news-release/2020/12/10/2143401/0/en/Dr-Patrick-Gruber-to-Participate-in-Water-Tower-Research-Fireside-Chat-Series-on-Tuesday-December-15-2020-at-3-00-pm-EST.html,2020-12-15T11:32:25Z,1922,
"$PLUG $FCEL $BE $BLDP uh, thing start spreading widely...
https://finance.yahoo.com/news/chart-industries-acquires-15-ownership-110000281.html
-
https://finance.yahoo.com/news/h2accelerate-collaboration-zero-emission-hydrogen-111400372.html
-
https://www.greencarcongress.com/2020/12/20201215-enal.html
-
https://www.h2-view.com/story/renewable-hydrogen-alliance-announces-interim-executive-director/",2020-12-15T11:29:14Z,1922,
$FCEL Buffet and Goldman are meeting today. Will they tell us why Buffet bought a shit to of gas lines? Hope so! I know it’s H2,2020-12-15T11:28:19Z,5809,{'basic': 'Bullish'}
$PLUG $FCEL $BE $BLDP https://finance.yahoo.com/news/h2accelerate-collaboration-zero-emission-hydrogen-111400372.html,2020-12-15T11:23:44Z,1922,
$PLUG $FCEL $BE $BLDP https://www.hydrogenfuelnews.com/hydrogen-fueling-infrastructure/8541312/,2020-12-15T11:21:15Z,1922,
"$FCEL GROTON NEWS TODAY ? 
$ 16 by yearend !!",2020-12-15T11:18:00Z,62,
$FCEL,2020-12-15T11:14:54Z,1540,{'basic': 'Bullish'}
$FCEL Now that the electors results  for Joe Biden have been submitted to Congress the market holding patterns can now be released. I think we start moving positive again.,2020-12-15T11:07:52Z,14452,{'basic': 'Bullish'}
"$FCEL damm, again red in Frankfurt!",2020-12-15T11:07:21Z,1508,
$FCEL 😁,2020-12-15T11:05:38Z,8750,{'basic': 'Bullish'}
"$FCEL little music to get us going this morning 

 https://www.facebook.com/whitezombie.music/videos/728348588017818/",2020-12-15T11:05:29Z,41986,{'basic': 'Bullish'}
$FCEL,2020-12-15T11:05:15Z,1671,{'basic': 'Bullish'}
$FCEL News today????,2020-12-15T11:02:57Z,1186,
$FCEL,2020-12-15T11:02:37Z,2638,{'basic': 'Bullish'}
$PLUG $FCEL $BLDP Playing the same game as yesterday? Super green pre-market and descend during opening times? 😜,2020-12-15T10:07:19Z,2053,
$FCEL spike in Germany on volume,2020-12-15T10:00:26Z,1156,{'basic': 'Bullish'}
$FCEL Germany is green right now,2020-12-15T10:00:26Z,305,{'basic': 'Bullish'}
"$FCEL As from 10.00hrs local Frankfurt time Ticker is GREEN!!!!
Happy trading day and DON&#39;t SELL........",2020-12-15T09:58:21Z,1257,{'basic': 'Bullish'}
"Besides having an excellent technical rating, $FCEL also presents a decent setup pattern. https://www.chartmill.com/stock/analyzer/stock/FCEL?key=ba5b4cd1-c58c-46cb-847e-6f4bc6f19b3b&amp;utm_source=stocktwits&amp;utm_medium=TA&amp;utm_content=FCEL&amp;utm_campaign=social_tracking",2020-12-15T09:25:00Z,32,
"$HYSR “By 2030, total investments needs in hydrogen electrolysers are estimated between €24-42 billion,” the Commission says. And “about €65 billion will be needed for hydrogen transport, distribution and storage,” the text adds. 
https://www.euractiv.com/section/energy/news/leaked-eus-trans-european-energy-infrastructure-plan-update/
$FCEL",2020-12-15T09:14:55Z,2644,
"Great day family $FCEL &amp; $PLUG 
CleanTechnica: Department of Energy Puts $33 Million More into Green Hydrogen.
https://cleantechnica.com/2020/12/12/trump-admin-drops-green-hydrogen-bomb-on-fossil-energy-just-for-starters/",2020-12-15T09:14:28Z,17392,{'basic': 'Bullish'}
"$FCEL $DIS $AYRO $NIO $KNDI.  
 WE the People of the world 🌎🌎DEMAND the stimulus package $$💰💰💰 to be APPROVED FOR ALL OUR AMERICAN FRIENDS 🇺🇲🇺🇲🇺🇲😇  not because I have my selfish interests in the stock market ...⬆️⬆️⬆️📈📈📈⬆️⬆️, Is for the people 😁💰💰👋😊🙏🏠",2020-12-15T09:01:13Z,2043,{'basic': 'Bullish'}
"$FCEL dear 🎅 Santa I&#39;m such an awesome human being, please make this one go to $10 , that&#39;s all what I want for Xmas 🎄🙏💰😇",2020-12-15T08:47:51Z,2043,{'basic': 'Bullish'}
$PLUG $FCEL $BE $BLDP https://www.euractiv.com/section/energy/news/leaked-eus-trans-european-energy-infrastructure-plan-update/,2020-12-15T08:36:15Z,1922,
"$FCEL &quot;Don&#39;t judge each day by the harvest you reap but by the seeds that you’ve  planted and by seeds I mean how many shares of FCEL you‘ve purchased.&quot; - 
Robert Louis Stevenson",2020-12-15T07:59:22Z,24,{'basic': 'Bullish'}
$GNUS forgot $FCEL . Chart looking awfully similar here.,2020-12-15T07:02:27Z,16898,{'basic': 'Bullish'}
"$FCEL 
Bought @ 2.10 - Partial Profits taken @ 5.60, 10.55 
Stop Profit @ 5.80 - Target 10.55, 12.50 

Little follow through due to profit taking. Heading lower - block supp. 7.15- 5.75, synthetic @ 4.82 

(Original analysis submitted: Sept. 17, 2020) ",2020-12-15T06:46:21Z,105,
$FCEL let’s see $16+ by EOY,2020-12-15T06:42:35Z,11978,{'basic': 'Bullish'}
$FCEL breakout is imminent,2020-12-15T06:41:13Z,11978,{'basic': 'Bullish'}
$VERU Who is nervous about Biden getting into office and market crashing ?? $tsla $gevo $fcel future just so uncertain i feel a crash coming with increased capital gains.. Thats why btc running because the dollars fading,2020-12-15T06:40:20Z,5804,
"$RMG looking at Robinhood each minute like
$NCLH $PLTR $FCEL",2020-12-10T21:26:17Z,8039,{'basic': 'Bullish'}
$FCEL Toyota Port of Long Beach progress: https://www.oltmans.com/projects/toyota-logistics-services,2020-12-10T21:26:14Z,205,{'basic': 'Bullish'}
$FCEL Hydrogen is the Future. Here are some Rockets 🚀🚀🚀🚀🚀,2020-12-10T21:26:05Z,22,{'basic': 'Bullish'}
$FCEL  Anyone got eyes on some other tickers for swinging tomorrow/next week?😊,2020-12-10T21:25:59Z,72,
"$FCEL $PLUG 

Started small positions in both of these today after $CVX CEO stated they are looking into investing into this technology. 

Will start adding more on dips. 

GLTA and happy trading!",2020-12-10T21:22:47Z,727,{'basic': 'Bullish'}
"$FCEL options traders, any insight on why they are so desperate to hold the line at 8.25?  Gap and trap Tuesday didn’t work out and now they are adjusting from 7 and 8 puts to 9 calls for next week.  Thanks in advance for educating.  I’ll probably never mess with options, but I find it interesting.",2020-12-10T21:22:19Z,366,{'basic': 'Bullish'}
$FCEL I just bought some calls before the bill consolidated nicely today,2020-12-10T21:21:03Z,804,{'basic': 'Bullish'}
$FCEL,2020-12-10T21:20:38Z,1132,{'basic': 'Bullish'}
